timestamp_ms,mag_x_ut,mag_y_ut,mag_z_ut
19841,-6.0913,-73.7366,-8.9722
19851,-5.6824,-73.8159,-8.6792
19861,-5.2612,-73.8281,-8.6121
19871,-4.9622,-73.7793,-8.9783
19881,-4.7180,-73.8708,-9.0271
19891,-4.3945,-73.8586,-9.2651
19901,-4.0405,-73.9441,-9.1675
19911,-3.7109,-73.9319,-9.4482
19921,-3.2593,-73.6633,-9.6375
19931,-2.9907,-73.9319,-9.5093
19941,-2.5085,-73.7366,-9.9670
19951,-2.3254,-73.7976,-9.4910
19961,-2.0691,-73.8647,-9.7168
19971,-2.0813,-73.7854,-9.5703
19981,-2.0691,-73.8159,-9.4849
19991,-1.8616,-73.5718,-9.8022
20001,-1.6663,-73.8281,-9.6069
20011,-1.2939,-73.8037,-10.3943
20021,-0.5554,-73.5046,-10.6079
20031,-0.3479,-73.7366,-10.4126
20041,-0.1648,-73.7427,-10.3088
20051,-0.1465,-73.4131,-10.3455
20061,-0.1160,-73.6938,-9.8083
20071,-0.0793,-73.3704,-9.5947
20081,-0.0610,-73.4070,-8.7769
20091,-0.1892,-73.2483,-8.8135
20101,-0.0305,-73.2239,-8.9050
20111,-0.0244,-73.1506,-8.1177
20121,0.3113,-72.8821,-7.9956
20131,0.7263,-72.6135,-6.6895
20141,1.1597,-72.5220,-6.5857
20151,1.7029,-72.0947,-5.5969
20161,2.4231,-71.5881,-5.0537
20171,3.1738,-71.5210,-4.3518
20181,3.7231,-71.3867,-4.6204
20191,4.2542,-71.1670,-5.0598
20201,4.8767,-71.2341,-5.0476
20211,5.6274,-71.0205,-5.9631
20221,6.4453,-71.2708,-6.6467
20231,7.1289,-70.9595,-7.0923
20241,7.8735,-71.0144,-7.9651
20251,8.6426,-70.8374,-8.9111
20261,9.2957,-70.6909,-9.3506
20271,9.6069,-70.5811,-9.7473
20281,9.9243,-70.4651,-9.8328
20291,10.3455,-70.5688,-9.7595
20355,11.1206,-69.9341,-8.8806
20365,11.0962,-69.7937,-8.5266
20375,11.1938,-69.7510,-8.6426
20385,11.4441,-69.8242,-9.3201
20395,11.6577,-69.7266,-9.2285
20405,11.8530,-69.6289,-9.4116
20415,12.0972,-69.6716,-9.1858
20425,12.1948,-69.5679,-9.4116
20435,12.2131,-69.4641,-9.4055
20445,12.2437,-69.3970,-9.7290
20455,12.3962,-69.4702,-9.7900
20465,12.7014,-69.4885,-10.0037
20475,12.8845,-69.2749,-9.7595
20485,13.0920,-69.2688,-10.2051
20495,13.4033,-69.3054,-10.6750
20505,13.7329,-69.2261,-10.7483
20515,13.9648,-69.0002,-11.2427
20525,14.1541,-69.0491,-11.8713
20535,14.2578,-68.9270,-12.0178
20545,14.2944,-69.1345,-12.3596
20555,14.3005,-68.9331,-12.2131
20565,14.0747,-69.1772,-12.6648
20575,14.0625,-69.4092,-12.3352
20585,13.8367,-69.2688,-12.7869
20595,13.7329,-69.4946,-12.3169
20605,13.6841,-69.1406,-12.1338
20615,13.8489,-68.9331,-11.7554
20625,13.9465,-69.1162,-11.5051
20635,14.2395,-68.8477,-11.7737
20645,14.3677,-68.9453,-11.4868
20655,14.5874,-68.5547,-11.8225
20665,14.8926,-68.6401,-11.5051
20675,14.9292,-68.5852,-11.6028
20685,15.1367,-68.4753,-12.0178
20695,15.3809,-68.3533,-11.8103
20705,15.3320,-68.3594,-11.9751
20715,15.4175,-68.5364,-11.9019
20725,15.4480,-68.3594,-12.1826
20735,15.6067,-68.3350,-12.1643
20745,15.5334,-68.4326,-11.8164
20755,15.5640,-68.2312,-12.2681
20765,15.5212,-68.3411,-11.8591
20775,15.6006,-68.3472,-12.4451
20785,15.6311,-68.2983,-12.7014
20795,15.6494,-68.4387,-12.7686
20805,15.5273,-68.4265,-12.6587
20815,15.5029,-68.3289,-12.7869
20825,15.5334,-68.3899,-12.9761
20835,15.3931,-68.6523,-13.1042
20845,15.3320,-68.5120,-12.9272
20855,15.3076,-68.6584,-13.0676
20865,15.2466,-68.7134,-13.5010
20875,15.1062,-68.6768,-13.2629
20885,15.3564,-68.6462,-13.5864
20895,15.2771,-68.6523,-13.1042
20905,15.1794,-68.8110,-13.5620
20915,15.1611,-68.6707,-13.8062
20925,15.1855,-68.9148,-13.6780
20935,15.0818,-68.8599,-14.1907
20945,15.0513,-69.1895,-13.8733
20955,15.0574,-68.9819,-13.9832
20965,15.0818,-68.8843,-14.1113
20975,15.2649,-68.9636,-13.8855
20985,15.2832,-68.7927,-14.0564
20995,15.3198,-68.9209,-13.7329
21005,15.4907,-68.7866,-13.9709
21015,15.6250,-68.7012,-14.2700
21025,15.6311,-68.6890,-14.6973
21035,15.6860,-68.6035,-15.1062
21045,15.8264,-68.7195,-15.4907
21055,15.8508,-68.8538,-16.2292
21065,15.8325,-69.0063,-16.9556
21075,15.8997,-68.9026,-17.3889
21085,15.9851,-69.0125,-18.0054
21095,16.1499,-69.0063,-18.2312
21105,16.1438,-68.9697,-18.9514
21115,16.1133,-68.9758,-18.9636
21125,16.0950,-68.9453,-18.9392
21135,16.1743,-68.8843,-19.0491
21145,16.3452,-68.9209,-18.8293
21155,16.4307,-68.7134,-19.5068
21165,16.5466,-68.6951,-20.0195
21175,16.5283,-68.7866,-20.4163
21185,16.4978,-68.9819,-20.6848
21195,16.6504,-68.7012,-21.0022
21205,16.6870,-68.8049,-21.9177
21215,16.7725,-68.6340,-22.5342
21225,17.0044,-68.5608,-22.4060
21235,17.1753,-68.5181,-22.5891
21245,17.9626,-67.8589,-23.3154
21255,18.2068,-67.6941,-23.8708
21265,18.8660,-67.3096,-24.1821
21275,19.5007,-66.7297,-24.6948
21285,20.4468,-66.1194,-25.2014
21295,21.3257,-65.2039,-26.2268
21305,22.1130,-64.5935,-26.5076
21315,22.8577,-63.9771,-27.0691
21325,23.4131,-63.6597,-27.3376
21335,23.7671,-63.2080,-27.3865
21345,23.7488,-63.0554,-27.6184
21355,23.9685,-63.0554,-27.3499
21365,23.9807,-63.0005,-27.4048
21375,24.1028,-62.6343,-27.4841
21385,24.4568,-62.6526,-27.5208
21395,24.5911,-62.3230,-27.6855
21405,25.0183,-61.8774,-28.1799
21415,25.3723,-61.4929,-28.4424
21425,25.6470,-61.1023,-29.0100
21435,26.1292,-60.4370,-29.7791
21445,26.3123,-59.8572,-30.8899
21455,26.7273,-59.1614,-31.7444
21465,26.9775,-58.3801,-32.7271
21475,27.4719,-57.5623,-34.0637
21485,27.5146,-56.8481,-35.0525
21495,27.6733,-56.4880,-35.5347
21505,27.8198,-55.8777,-36.2366
21515,27.8748,-55.5725,-36.8469
21525,27.9541,-55.3406,-36.9629
21535,28.0762,-55.0537,-37.1887
21545,28.1677,-54.9255,-37.4817
21555,28.2410,-54.5776,-37.6831
21565,28.2959,-54.1016,-38.0798
21575,28.4485,-53.6926,-38.6902
21585,28.4729,-52.9419,-39.5996
21595,28.7903,-52.0081,-40.0391
21605,28.9673,-51.2024,-40.8752
21615,28.8879,-50.0671,-42.2363
21625,28.7292,-49.2920,-43.6829
21635,28.4912,-48.4985,-44.5251
21645,28.2227,-47.7356,-45.5811
21655,28.0334,-47.1008,-46.6064
21665,27.8503,-46.4111,-47.1130
21675,27.6917,-45.5750,-47.8149
21685,27.5635,-44.7510,-48.5901
21695,27.5635,-44.1711,-48.8037
21705,27.1790,-43.3960,-49.7314
21715,27.0447,-43.0298,-50.2380
21725,27.0142,-42.8284,-50.4211
21790,26.2024,-41.7419,-52.0691
21800,26.0437,-41.1133,-52.3987
21810,26.0559,-40.7288,-52.4414
21820,26.0193,-39.9658,-52.6123
21830,26.0132,-39.2456,-53.2776
21840,25.9766,-38.3606,-53.1494
21850,26.1169,-37.4023,-53.1677
21860,26.2573,-36.4624,-53.6011
21870,26.5320,-35.5713,-53.5095
21880,26.8005,-34.6375,-53.8391
21890,26.9531,-33.6914,-53.5706
21900,27.1118,-32.6660,-53.7170
21910,27.4414,-31.1096,-53.6255
21920,27.7771,-29.7485,-53.3447
21930,28.1067,-27.8870,-52.8137
21940,28.8391,-24.0479,-52.1301
21950,29.1260,-22.0581,-51.4648
21960,29.3884,-19.9341,-51.1169
21970,29.4373,-18.6707,-50.5676
21980,29.3701,-17.3218,-50.0854
21990,29.3579,-16.1377,-49.9390
22000,29.2847,-14.9597,-49.4324
22010,29.4495,-13.7207,-49.1516
22020,29.4373,-12.6587,-48.5962
22030,29.2419,-11.7126,-48.0591
22040,29.0283,-10.1624,-47.4609
22050,29.0039,-8.4778,-47.1741
22060,28.8147,-6.7566,-46.1975
22070,28.5339,-5.1453,-45.1111
22080,28.4790,-3.5645,-43.9941
22090,28.5156,-1.9287,-42.5781
22100,28.6194,-0.2075,-40.5762
22110,28.6499,1.1841,-38.6047
22120,28.7048,2.6489,-36.2854
22130,28.6438,3.7598,-34.6436
22140,28.4668,4.8767,-33.0261
22150,28.2715,6.2195,-31.5552
22160,27.8687,7.1228,-29.4250
22170,27.4719,8.3008,-28.1555
22180,26.9531,9.0881,-26.5015
22190,26.5930,10.0159,-25.5005
22200,26.0864,10.4919,-24.8962
22210,25.7935,10.9192,-24.2249
22220,25.4089,11.4807,-23.4253
22230,25.2625,11.6943,-22.2229
22240,25.0732,12.2803,-20.9229
22250,24.9573,12.3901,-19.1956
22260,24.8047,12.4878,-16.9434
22270,24.5361,12.7686,-14.4775
22280,24.2737,12.7563,-11.8835
22290,23.9624,12.6648,-10.0159
22300,23.5046,12.7258,-8.1482
22310,22.9675,12.6099,-6.0669
22320,22.7234,12.5671,-5.0476
22330,22.3511,12.5671,-4.3762
22340,21.9482,12.6526,-3.9673
22350,21.5454,12.6831,-3.4424
22360,21.4050,12.4329,-2.6123
22370,21.2952,12.1338,-1.6785
22380,21.3501,11.7920,-0.5432
22390,21.3989,11.3647,0.3296
22400,21.6980,9.9365,2.5574
22410,22.0276,8.9233,3.4180
22420,22.2839,7.9590,4.4189
22430,22.4182,6.9153,5.2856
22440,22.8027,6.0425,5.9326
22450,22.9187,5.0842,7.1289
22460,23.0591,4.2175,7.8552
22470,23.1812,3.1738,8.5632
22480,23.2971,2.1790,9.3201
22490,23.3704,1.3550,10.0159
22500,23.3704,0.4028,10.6995
22510,23.2910,-0.5554,11.8164
22520,23.3582,-1.6785,12.8296
22530,23.3887,-2.8320,13.2690
22540,23.3643,-4.3640,14.1724
22550,23.3765,-6.0669,15.0269
22560,23.3521,-8.2214,16.1377
22570,23.5596,-10.5469,17.0166
22580,23.6694,-12.8113,17.4011
22590,23.9563,-15.3198,18.1396
22600,24.0295,-18.2129,18.3044
22610,24.3469,-20.6970,18.1885
22620,24.3469,-23.4375,18.3289
22630,24.4812,-25.9644,18.1641
22640,24.2798,-28.1860,18.3655
22650,24.2310,-30.2734,17.9749
22660,24.1394,-31.6895,17.9382
22670,24.1699,-33.1238,17.3584
22680,23.9868,-34.7778,16.9983
22690,23.7427,-36.2244,17.0837
22700,23.5107,-37.9395,16.3635
22710,23.4741,-39.0930,16.0828
22720,23.4802,-40.3625,15.6677
22730,23.3643,-41.2903,15.3259
22740,23.4314,-42.0227,14.7949
22750,23.4619,-42.7002,14.3372
22760,23.4131,-43.1519,14.1235
22770,23.6572,-43.3716,13.7024
22780,23.4314,-43.9819,14.1296
22790,23.6206,-44.0002,13.7451
22800,23.5840,-44.3665,13.6841
22810,23.9624,-44.6045,12.8296
22820,24.0906,-44.9585,12.3901
22830,24.1882,-45.9412,11.9995
22840,24.1333,-46.8323,10.9192
22850,24.4629,-47.7051,10.5713
22860,24.8840,-49.2004,8.4229
22870,25.0854,-49.8230,7.5317
22880,25.3357,-50.7446,6.4941
22890,25.7568,-51.2512,5.5786
22900,26.1902,-51.5869,4.1565
22910,26.7212,-52.1851,3.2837
22920,27.3315,-52.3682,1.8066
22930,28.0945,-52.4231,1.0010
22940,28.7476,-52.4597,-0.4761
22950,29.5349,-52.4292,-2.1790
22960,30.0232,-52.2583,-3.4546
22970,30.8167,-52.1423,-4.8584
22980,31.1035,-52.1240,-5.7007
22990,31.5369,-52.2949,-7.0190
23000,31.7688,-52.4841,-8.6304
23010,31.9336,-52.5330,-9.4910
23020,32.0557,-52.9602,-10.4980
23030,32.1777,-53.1860,-11.3220
23040,32.1472,-53.3264,-12.8357
23050,32.4097,-53.4546,-14.2578
23060,32.4951,-53.5278,-15.2344
23070,32.4890,-53.7048,-15.8569
23080,32.5378,-53.8757,-15.8691
23090,32.4036,-54.1077,-15.8508
23100,32.0801,-54.2908,-16.2476
23110,31.7444,-54.6814,-16.4001
23120,31.6040,-55.1575,-16.3025
23130,31.4148,-55.4382,-16.7297
23140,31.3660,-55.5237,-17.6208
23150,31.2317,-55.7007,-18.4021
23160,31.1279,-55.8777,-19.3359
23170,31.3843,-55.8899,-19.9951
23180,31.4758,-55.4871,-21.1182
23190,31.7627,-54.8767,-22.9919
23200,31.7627,-54.8096,-24.2920
23210,31.9153,-54.2542,-26.0803
23275,32.0129,-51.8311,-32.8552
23285,31.9824,-51.1169,-33.8928
23295,31.9214,-50.3723,-35.5530
23305,31.7932,-49.4568,-36.7432
23315,31.7505,-48.9075,-38.0981
23325,31.3721,-47.9980,-39.6240
23335,31.0425,-47.3145,-40.8447
23345,30.5542,-46.2830,-42.3889
23355,30.3711,-45.6482,-43.5120
23365,29.9866,-44.9524,-44.6960
23375,29.6326,-43.9575,-45.8923
23385,29.2236,-43.2251,-46.8445
23395,28.6011,-41.9250,-48.6450
23405,27.8625,-40.9729,-49.7742
23415,27.2583,-39.7888,-51.0925
23425,26.4648,-38.7024,-52.0630
23435,25.9644,-37.5610,-53.4973
23445,25.1953,-36.3159,-54.2969
23455,24.5544,-35.6995,-55.0171
23465,23.9624,-34.9976,-55.9021
23475,23.4436,-34.0698,-56.2073
23485,22.7661,-33.1787,-57.2083
23495,22.3816,-31.9824,-57.9102
23505,21.6187,-31.3293,-58.0994
23515,20.7275,-30.4871,-58.9783
23525,19.8975,-29.4006,-59.8694
23535,19.1833,-28.3508,-60.4614
23545,18.7195,-27.6001,-60.6079
23555,17.8345,-26.3977,-60.7666
23565,17.5171,-25.8484,-61.2305
23575,17.3096,-25.5859,-61.5051
23585,16.9128,-25.2075,-61.6821
23595,16.6016,-25.0427,-61.8347
23605,15.9607,-24.5728,-62.0239
23615,15.4297,-24.3347,-62.3352
23625,14.8254,-23.6877,-62.7991
23635,14.2761,-23.0530,-62.7136
23645,13.7939,-22.2839,-62.7014
23655,13.3667,-21.5271,-62.9456
23665,13.1836,-20.6848,-63.1775
23675,12.9333,-20.1233,-63.0249
23685,13.0981,-19.6350,-62.6038
23695,13.2080,-19.2261,-62.5977
23705,13.3789,-18.9148,-62.6038
23715,13.6475,-18.4021,-62.4207
23725,13.6902,-18.0420,-62.1338
23735,13.8184,-17.7246,-62.2131
23745,13.8550,-17.3645,-61.8774
23755,14.1296,-17.0898,-61.9324
23765,14.3250,-16.5894,-61.7004
23775,14.6301,-16.1377,-60.9802
23785,15.0940,-15.8081,-60.8826
23795,15.8020,-15.6189,-60.2600
23805,16.4734,-15.3748,-60.2478
23815,17.3096,-15.3381,-59.5154
23825,18.2312,-15.9668,-58.9844
23835,19.1223,-16.4368,-58.3069
23845,20.0623,-17.0166,-57.8186
23855,20.9412,-17.1570,-57.6172
23865,21.7224,-17.4438,-56.4087
23875,22.3877,-16.9189,-56.1584
23885,23.0408,-16.7786,-55.1086
23895,23.6572,-16.1011,-54.5227
23905,24.2615,-15.6433,-54.2358
23915,24.6216,-15.1550,-53.3569
23925,25.1831,-14.6790,-52.9785
23935,25.6226,-14.1602,-51.8066
23945,26.0986,-13.8611,-51.2329
23955,26.5686,-13.3911,-50.6287
23965,27.0386,-13.1714,-49.6887
23975,27.5085,-12.6770,-49.3164
23985,27.8748,-12.5000,-48.3826
23995,28.2715,-12.0972,-48.1140
24005,28.7231,-11.8042,-47.3755
24015,29.2847,-11.2366,-46.4111
24025,29.8096,-11.2000,-45.2148
24035,30.3589,-11.2122,-44.3176
24045,31.0791,-10.8948,-43.0054
24055,31.9763,-10.8704,-41.5894
24065,32.3608,-10.6384,-40.9119
24075,32.7759,-10.9985,-39.8804
24085,33.0200,-10.7544,-39.1541
24095,33.1909,-10.4614,-38.7939
24105,33.1909,-10.0342,-38.5132
24115,33.3679,-9.5947,-37.9028
24125,33.4839,-9.6985,-36.9324
24135,33.7402,-9.3750,-36.9568
24145,33.8684,-9.3201,-36.1511
24155,34.2712,-9.1431,-35.2417
24165,34.4910,-9.1736,-34.3567
24175,34.7900,-8.8501,-33.3069
24185,34.9670,-8.8684,-32.4341
24251,36.1816,-10.2905,-30.2856
24261,36.4380,-10.7971,-29.7729
24271,36.5662,-11.1816,-29.3030
24281,36.7310,-11.6699,-29.1077
24291,37.0300,-12.2437,-28.3936
24301,37.2620,-12.3535,-28.2349
24311,37.5366,-12.6648,-26.9043
24321,37.6953,-13.0005,-26.8005
24331,37.8601,-13.4460,-25.5432
24341,38.1104,-13.7878,-24.7375
24351,38.2874,-14.1418,-23.8525
24361,38.6047,-14.7705,-22.2778
24371,38.7878,-15.3198,-21.5027
24381,38.8977,-15.9302,-19.8914
24391,39.0625,-16.4856,-18.9514
24401,39.2029,-17.2119,-17.4744
24411,39.3127,-17.9443,-16.7419
24421,39.2578,-18.6890,-15.5579
24431,39.1663,-19.4336,-14.2151
24441,39.2212,-19.9158,-13.1653
24451,39.1663,-20.7642,-11.9263
24461,39.0686,-21.4600,-11.1633
24471,39.0015,-22.2595,-9.6863
24481,38.7268,-23.1873,-8.7219
24491,38.5376,-23.9380,-8.0139
24501,38.3423,-24.7437,-6.4819
24511,38.2019,-25.3967,-5.7495
24521,37.8113,-26.0437,-4.9561
24531,37.5427,-26.7151,-3.8513
24541,37.0544,-27.3743,-2.7161
24551,36.6577,-28.0090,-1.6418
24561,36.0352,-28.9734,-0.1709
24571,35.5103,-29.3701,1.0620
24581,35.0159,-30.1514,2.0752
24591,34.3079,-30.9998,3.1738
24601,33.8562,-31.6223,4.1382
24611,33.0505,-32.3303,5.1758
24621,32.4463,-32.9468,5.8289
24631,31.6772,-33.6182,6.6345
24641,31.1462,-34.2773,7.8064
24651,30.5176,-34.6619,8.3496
24661,29.2664,-35.3210,9.7656
24671,28.7231,-35.6567,10.8276
24681,28.0640,-35.8948,11.3525
24691,27.2766,-36.2976,12.4207
24701,26.4709,-36.3403,13.3240
24711,25.7874,-36.4868,13.8916
24721,24.8962,-36.5906,15.0574
24731,24.0051,-36.5417,15.6860
24741,23.1079,-36.3342,16.5283
24751,22.1863,-36.2854,17.6880
24761,21.2219,-36.3586,18.0786
24771,20.4041,-36.1084,19.1833
24781,19.4885,-36.2305,19.7632
24791,18.7378,-36.1877,20.6482
24801,17.9016,-36.1633,21.1182
24811,17.1204,-35.7605,21.6003
24821,16.2720,-35.5835,22.5647
24831,15.7104,-35.0342,23.0774
24841,14.9536,-34.6313,23.4924
24851,14.3311,-34.1675,23.8220
24861,14.0686,-33.6609,24.2920
24871,13.5620,-33.3069,24.6521
24881,13.0798,-32.9712,25.0305
24891,12.6648,-32.7209,25.3174
24901,12.6587,-32.2021,25.2136
24911,12.6038,-31.8237,25.5554
24921,12.4634,-31.2744,25.3174
24931,12.2742,-30.7312,25.7446
24941,12.2437,-30.1758,26.2207
24951,12.1216,-29.5715,25.9521
24961,11.9873,-29.1382,26.5076
24971,11.8408,-28.3508,26.3062
24981,11.6882,-27.8748,26.9165
24991,11.5173,-27.3315,26.8250
25001,11.5356,-26.9653,26.5686
25011,11.0413,-26.8311,27.3376
25021,10.5164,-26.5564,27.1973
25031,9.5581,-26.9775,27.8503
25041,8.5510,-27.3315,28.2104
25051,7.5439,-27.3376,28.4058
25061,6.3171,-27.7588,28.8391
25071,5.4626,-27.6917,28.9001
25081,4.6875,-27.8748,29.5654
25091,4.1992,-28.0823,29.5166
25101,3.6438,-28.4485,29.6265
25111,2.9846,-28.9673,29.7424
25121,2.6489,-29.5044,29.6875
25131,1.8555,-31.1035,30.1514
25141,1.4771,-31.5552,29.9194
25151,1.0315,-32.2327,29.9133
25161,0.4333,-32.3364,30.0476
25171,-0.1282,-32.7454,29.8950
25181,-0.4944,-33.0261,30.0415
25191,-0.7690,-33.1238,30.3711
25201,-1.1963,-33.2092,30.3345
25211,-1.7456,-33.3252,30.4993
25221,-2.2278,-33.3374,30.4810
25231,-2.5635,-33.2947,30.1758
25241,-3.0823,-33.1482,30.7983
25251,-3.6926,-32.5745,30.7922
25261,-4.2358,-32.2083,31.2439
25271,-4.8706,-31.7810,31.3171
25281,-5.6152,-31.4636,31.2500
25291,-6.9458,-32.0618,31.5002
25301,-8.2153,-33.6060,30.7617
25311,-9.4788,-35.6506,30.6213
25321,-10.7422,-38.0676,29.7546
25331,-11.8042,-40.8020,28.8757
25341,-12.5793,-43.2495,27.6733
25351,-13.4521,-44.9829,26.5503
25361,-14.2090,-46.9360,25.8057
25371,-14.9109,-47.8210,25.1404
25381,-15.6006,-48.1750,25.2014
25391,-16.0950,-47.6685,25.0793
25401,-16.8274,-46.9177,25.5676
25411,-17.4805,-45.8984,25.8789
25421,-17.8711,-44.7083,26.5991
25431,-18.2434,-43.3533,27.0142
25441,-18.8538,-41.9678,27.1667
25451,-19.5557,-41.3879,27.4048
25461,-20.3735,-41.5405,27.1057
25471,-21.2769,-42.0227,26.8677
25481,-22.1619,-42.7307,26.3306
25491,-22.8577,-42.9871,25.8606
25501,-23.5168,-43.3655,25.5005
25511,-23.9685,-42.9810,25.3601
25521,-24.4751,-42.6025,25.6836
25531,-24.7437,-41.9006,25.5737
25541,-25.0671,-41.5588,26.1719
25551,-25.3845,-40.8997,25.8362
25561,-25.8667,-40.4236,26.4893
25571,-26.4648,-39.9902,25.9705
25581,-26.9958,-39.5691,25.9094
25591,-28.0396,-39.8438,25.0977
25601,-28.4607,-40.4663,25.1038
25611,-28.9001,-41.2476,24.5239
25621,-29.3579,-41.4124,23.8708
25631,-29.9622,-41.5283,23.7061
25641,-30.2673,-41.3940,23.5107
25651,-30.5664,-40.9241,23.7976
25717,-33.0017,-43.7317,20.5994
25727,-33.8318,-45.4041,19.2444
25737,-34.6924,-47.1130,17.9626
25747,-35.3210,-47.9614,16.8091
25757,-35.8704,-48.9380,15.3687
25767,-36.1328,-49.4324,14.3860
25777,-36.8713,-49.8840,13.6658
25787,-37.0239,-49.8718,13.4888
25797,-37.3596,-50.0427,13.4094
25807,-37.7625,-50.3784,12.3840
25817,-38.0676,-51.1230,11.3953
25827,-38.5254,-52.2095,9.4055
25837,-38.8062,-54.2786,7.4585
25847,-38.7390,-55.8960,5.2307
25857,-38.8367,-57.3792,2.5757
25867,-38.9587,-58.7158,0.4211
25877,-39.2273,-59.6497,-2.0081
25887,-39.4775,-60.3760,-3.9612
25897,-40.1978,-60.7422,-6.6956
25907,-40.6555,-60.6323,-8.9355
25917,-41.4368,-60.8643,-10.8093
25927,-41.8213,-60.3577,-13.0249
25937,-42.3889,-60.2417,-15.3503
25947,-42.7429,-59.9121,-17.9504
25957,-42.9260,-59.7107,-20.5078
25967,-42.8040,-59.5581,-22.6562
25977,-42.8040,-59.2041,-24.7192
25987,-42.8589,-59.1064,-26.0132
25997,-42.7612,-58.7524,-27.5269
26007,-42.7795,-58.2581,-29.2358
26017,-42.7979,-57.8674,-30.4504
26027,-42.5537,-57.3792,-32.6111
26037,-42.2546,-56.6223,-34.6619
26047,-41.9495,-55.9509,-36.6638
26057,-41.5283,-55.0537,-38.8306
26067,-41.2903,-54.4617,-39.9780
26077,-40.9729,-53.8696,-41.5955
26087,-40.6494,-53.3020,-42.4683
26097,-40.3687,-52.6062,-43.9514
26107,-39.8926,-52.1362,-44.9219
26117,-39.6118,-51.3977,-45.7520
26127,-39.1235,-50.4272,-47.5891
26137,-38.5193,-49.7498,-48.5657
26147,-37.9333,-49.0967,-50.1160
26157,-37.3291,-48.5229,-50.9216
26167,-36.4502,-48.1445,-52.2095
26177,-35.3638,-47.6135,-53.2593
26187,-34.4360,-47.1313,-54.5410
26197,-33.7708,-46.1304,-55.3650
26207,-33.2642,-45.1721,-56.3843
26217,-32.7087,-43.7012,-57.4219
26227,-31.8054,-41.9556,-58.6609
26237,-29.7668,-38.1714,-61.2610
26247,-29.1565,-35.9192,-62.3535
26257,-28.6438,-34.3445,-62.9028
26267,-28.1128,-33.2886,-62.8052
26277,-27.6184,-32.5134,-63.7268
26287,-26.7334,-32.0679,-64.0198
26297,-25.5127,-32.2449,-64.7766
26307,-24.1089,-32.4463,-65.0635
26317,-22.4609,-32.9346,-65.3503
26327,-21.0205,-33.4839,-65.7837
26337,-19.4946,-34.2590,-65.9973
26347,-18.0237,-34.7717,-66.6504
26357,-16.6931,-35.1868,-66.4490
26367,-15.5151,-34.9121,-66.8518
26377,-14.4470,-34.1919,-67.3706
26387,-13.7634,-32.9102,-67.3462
26397,-13.0493,-31.9580,-67.8528
26407,-12.7563,-31.1462,-67.7734
26417,-12.3901,-31.2500,-67.7979
26427,-12.0483,-31.9885,-67.8284
26437,-11.5295,-32.8552,-67.9626
26447,-10.7422,-33.6731,-67.8101
26457,-9.7351,-34.9182,-67.5415
26467,-8.7646,-35.9741,-67.3035
26477,-7.8979,-36.9507,-67.1204
26487,-7.0801,-38.1714,-66.5527
26497,-6.1157,-38.9282,-66.7175
26507,-5.3650,-39.4714,-66.0889
26517,-4.6631,-39.1785,-66.2170
26527,-3.8635,-38.6780,-66.5649
26537,-3.0334,-38.0615,-66.3696
26547,-2.1118,-37.0667,-66.7725
26557,-1.1414,-36.3159,-66.5283
26567,-0.0854,-35.3149,-66.6443
26577,0.7141,-34.5764,-66.6382
26587,1.3000,-33.9417,-66.8945
26597,1.6541,-33.4351,-66.3391
26607,2.1301,-32.7881,-66.3086
26617,2.4597,-32.3059,-66.5710
26627,3.1189,-31.4514,-66.4673
26637,3.6926,-30.7922,-66.5466
26647,4.5837,-30.1086,-65.9180
26657,5.0476,-29.5166,-65.8691
26667,5.5054,-28.9062,-66.0278
26677,5.6885,-28.6560,-65.7532
26687,5.9814,-28.4241,-65.7410
26697,6.2134,-28.4302,-65.4480
26707,7.4097,-28.5583,-64.9597
26717,8.3984,-28.3264,-65.0208
26727,9.7473,-28.2410,-64.4653
26737,11.2488,-28.1372,-63.5071
26747,12.7075,-27.6306,-63.0127
26757,14.1602,-27.2644,-62.2253
26767,15.3809,-26.5625,-61.7249
26777,16.6748,-26.0376,-60.7483
26787,17.7063,-25.4822,-60.0342
26797,18.8599,-24.7192,-59.2712
26807,20.0073,-24.1150,-58.4656
26817,21.0876,-23.5840,-57.8430
26827,22.2107,-22.9126,-56.4453
26837,23.4619,-22.3267,-55.4321
26847,24.5605,-22.0154,-54.0588
26857,25.5371,-21.8994,-52.9297
26867,26.3428,-21.2097,-52.2766
26877,27.2461,-20.9351,-51.2756
26887,27.9968,-20.3979,-50.1587
26897,28.8635,-20.2637,-49.0723
26907,29.3762,-20.1721,-48.0713
26917,30.1941,-20.7397,-47.2534
26927,30.5420,-21.3806,-46.3562
26937,31.2500,-21.9360,-45.5566
26947,31.6833,-22.7661,-45.1538
26957,32.2144,-23.2910,-44.4275
26967,32.6233,-23.8708,-43.6890
26977,33.0872,-24.1516,-42.5659
26987,33.7036,-24.4141,-41.4856
26997,34.3018,-24.6277,-39.8987
27007,35.0525,-24.7009,-38.5132
27017,35.7422,-24.9390,-36.6577
27027,36.4075,-24.9146,-34.8267
27037,36.9324,-25.1770,-32.6477
27047,37.4878,-25.3113,-30.7556
27057,37.8418,-25.0793,-28.7231
27067,38.1287,-25.1160,-26.8188
27132,38.4888,-22.8333,-17.8833
27142,38.3240,-22.0032,-16.9128
27152,38.1714,-21.3318,-14.8743
27162,37.9456,-20.6848,-13.6047
27172,37.6892,-20.0134,-12.4329
