 Time ,Vertical velocity ,Vertical acceleration ,Lateral velocity (m/s),Lateral acceleration ,Roll rate ,Pitch rate ,Yaw rate ,Mass (g),Rotational moment of inertia ,CP location (cm),CG location (cm),Thrust ,Drag force ,Axial drag coefficient ,Air pressure (mbar)
70.3817,-7.25823,0.0025,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42476,NaN,994.60948
70.8817,-7.25698,0.0025,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42477,NaN,995.03515
71.3817,-7.25573,0.0025,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42477,NaN,995.46075
71.8817,-7.25448,0.0025,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42478,NaN,995.88627
72.3817,-7.25323,0.00249,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42479,NaN,996.31172
72.8817,-7.25199,0.00249,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42479,NaN,996.7371
73.3817,-7.25074,0.00249,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4248,NaN,997.16241
73.8817,-7.2495,0.00249,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42481,NaN,997.58764
74.3817,-7.24825,0.00249,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42481,NaN,998.0128
74.8817,-7.24701,0.00248,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42482,NaN,998.43788
75.3817,-7.24577,0.00248,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42483,NaN,998.8629
75.8817,-7.24453,0.00248,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42483,NaN,999.28784
76.3817,-7.24329,0.00248,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42484,NaN,999.7127
76.8817,-7.24206,0.00248,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42485,NaN,1000.1375
77.3817,-7.24082,0.00247,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42486,NaN,1000.56222
77.8817,-7.23958,0.00247,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42486,NaN,1000.98687
78.3817,-7.23835,0.00247,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42487,NaN,1001.41145
78.8817,-7.23712,0.00247,0.00069,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42488,NaN,1001.83595
79.3817,-7.23588,0.00246,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42488,NaN,1002.26038
79.8817,-7.23465,0.00246,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42489,NaN,1002.68474
80.3817,-7.23342,0.00246,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4249,NaN,1003.10903
80.8817,-7.23219,0.00246,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.4249,NaN,1003.53325
81.3817,-7.23096,0.00246,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42491,NaN,1003.95739
81.8817,-7.22974,0.00245,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42492,NaN,1004.38146
82.3817,-7.22851,0.00245,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42492,NaN,1004.80546
82.8817,-7.22729,0.00245,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42493,NaN,1005.22939
83.3817,-7.22606,0.00245,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42494,NaN,1005.65324
83.8817,-7.22484,0.00245,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42494,NaN,1006.07703
84.3817,-7.22362,0.00244,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42495,NaN,1006.50074
84.8817,-7.2224,0.00244,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42496,NaN,1006.92438
85.3817,-7.22118,0.00244,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42496,NaN,1007.34795
85.8817,-7.21996,0.00244,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42497,NaN,1007.77145
86.3817,-7.21874,0.00244,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42498,NaN,1008.19487
86.8817,-7.21752,0.00243,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42499,NaN,1008.61823
87.3817,-7.21631,0.00243,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42499,NaN,1009.04151
87.8817,-7.21509,0.00243,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.425,NaN,1009.46472
88.3817,-7.21388,0.00243,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42501,NaN,1009.88786
88.8817,-7.21266,0.00243,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42501,NaN,1010.31093
89.3817,-7.21145,0.00242,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42502,NaN,1010.73393
89.8817,-7.21024,0.00242,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42503,NaN,1011.15686
90.3817,-7.20903,0.00242,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42503,NaN,1011.57971
90.8817,-7.20782,0.00242,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42504,NaN,1012.0025
91.3817,-7.20662,0.00242,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42505,NaN,1012.42521
91.85753,-7.20547,0.00241,0.00068,0,NaN,NaN,NaN,758.07779,NaN,0,NaN,0,7.42505,NaN,1012.84785
